"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","description","entrez","ensembl","result"
2802.55591855459,-0.441385383712834,0.0888177652446349,-4.96956191700057,6.71043404123206e-07,7.76876535287781e-05,"Arhgap21","Rho GTPase activating protein 21","71435","ENSMUSG00000036591","HPP_vs_STR_H3K27me3"
372.049138470443,-0.44034104746039,0.153110382626206,-2.87597117783586,0.0040278648899639,0.0430402129642288,"Ly6g2","lymphocyte antigen 6 complex, locus G2","223631","ENSMUSG00000047728","HPP_vs_STR_H3K27me3"
573.038341366746,-0.44021664049384,0.142407875472259,-3.0912380304388,0.00199323778637278,0.028256857211196,"Gpr173","G-protein coupled receptor 173","70771","ENSMUSG00000056679","HPP_vs_STR_H3K27me3"
588.726582049165,-0.439566861350731,0.15222781397806,-2.88755944044551,0.0038824324148182,0.0420496976849005,"Dbhos","dopamine beta hydroxylase, opposite strand","329371","ENSMUSG00000085008","HPP_vs_STR_H3K27me3"
3534.51244772573,-0.435593846338086,0.111790916563312,-3.89650482999119,9.75908622103218e-05,0.00327485029959606,"Doc2b","double C2, beta","13447","ENSMUSG00000020848","HPP_vs_STR_H3K27me3"
604.062475147857,-0.435059164158079,0.144245901048852,-3.01609377455195,0.00256054057830319,0.0328592570808694,"C430002N11Rik","RIKEN cDNA C430002N11 gene","319707","ENSMUSG00000101581","HPP_vs_STR_H3K27me3"
1594.08879234163,-0.433950864137367,0.110730577155809,-3.91897952023454,8.89246692857895e-05,0.00307968170894033,"Scrn1","secernin 1","69938","ENSMUSG00000019124","HPP_vs_STR_H3K27me3"
950.843215591005,-0.433675564492146,0.127322073215165,-3.4061302454545,0.000658907367150049,0.0137269545074139,"Myo1d","myosin ID","338367","ENSMUSG00000035441","HPP_vs_STR_H3K27me3"
410.998071144832,-0.433427252025154,0.151974106409862,-2.85198092138299,0.00434477082399222,0.0449968341950581,"Kcnq1ot1","KCNQ1 overlapping transcript 1","63830","ENSMUSG00000101609","HPP_vs_STR_H3K27me3"
739.595124791123,-0.43312615229519,0.127920644740517,-3.38589719566979,0.000709459562800617,0.0143736507423405,"5730460C07Rik","RIKEN cDNA 5730460C07 gene","70594","ENSMUSG00000062046","HPP_vs_STR_H3K27me3"
814.634513483516,-0.431318683968776,0.133748094459115,-3.22485853509205,0.00126034930478835,0.0209300630450918,"Cpa2","carboxypeptidase A2, pancreatic","232680","ENSMUSG00000071553","HPP_vs_STR_H3K27me3"
990.304855166874,-0.429555032990021,0.118583919949125,-3.62237167715749,0.000291914281164591,0.00747448130981942,"Rnf182","ring finger protein 182","328234","ENSMUSG00000044164","HPP_vs_STR_H3K27me3"
937.659747845385,-0.428506920096309,0.13946445308158,-3.07251712266532,0.00212261655337995,0.029204897366029,"Tcf7","transcription factor 7, T cell specific","21414","ENSMUSG00000000782","HPP_vs_STR_H3K27me3"
634.383873242455,-0.42840767693786,0.137527011586296,-3.11508024493822,0.00183894874752667,0.0270301931422527,"Vmn1r188","vomeronasal 1 receptor 188","252912","ENSMUSG00000069299","HPP_vs_STR_H3K27me3"
858.326132958948,-0.428035860034958,0.128374123200042,-3.33428458450277,0.000855191124443077,0.0160986501103059,"Mir6539","microRNA 6539","102465310","ENSMUSG00000098866","HPP_vs_STR_H3K27me3"
825.15448727978,-0.427390153624122,0.134767992473788,-3.17130310972947,0.00151756703673673,0.0239035243259756,"Jdp2","Jun dimerization protein 2","81703","ENSMUSG00000034271","HPP_vs_STR_H3K27me3"
3236.29150076906,-0.425435102025428,0.128822848934781,-3.30248170680353,0.00095833338595161,0.0172969571486678,"Col5a1","collagen, type V, alpha 1","12831","ENSMUSG00000026837","HPP_vs_STR_H3K27me3"
